,Feature,MI Score
574,Postcode_3088.0,0.004456737396989263
575,Postcode_3089.0,0.0007910843519074451
576,Postcode_3093.0,0.001976960667087413
577,Postcode_3094.0,0.0010356496213150823
578,Postcode_3095.0,0.002895989694431167
579,Postcode_3101.0,0.0
580,Postcode_3102.0,0.0
581,Postcode_3103.0,0.0007055210898339048
582,Postcode_3104.0,0.004633208528367572
583,Postcode_3105.0,0.0
584,Postcode_3106.0,0.0
585,Postcode_3107.0,0.0051443169979474845
586,Postcode_3108.0,0.00028304682511492985
587,Postcode_3109.0,0.0002997117343404021
588,Postcode_3111.0,0.00515453842735103
589,Postcode_3113.0,0.0013830291348126966
590,Postcode_3116.0,0.00884998442837781
591,Postcode_3121.0,0.0007660249607532865
592,Postcode_3122.0,0.0010466051781286012
593,Postcode_3123.0,0.006358619959873746
594,Postcode_3124.0,0.013795430076237736
595,Postcode_3125.0,0.011762030486577757
596,Postcode_3126.0,0.003213609076685886
597,Postcode_3127.0,0.0
598,Postcode_3128.0,0.0006928510322139481
599,Postcode_3129.0,0.007481610688478746
600,Postcode_3130.0,0.0
601,Postcode_3131.0,0.0
602,Postcode_3132.0,0.0
603,Postcode_3133.0,0.0
604,Postcode_3134.0,0.0
605,Postcode_3135.0,0.0
606,Postcode_3136.0,0.0
607,Postcode_3137.0,0.0
608,Postcode_3138.0,0.0
609,Postcode_3141.0,0.005206223406771571
610,Postcode_3142.0,0.0
611,Postcode_3143.0,0.0
612,Postcode_3144.0,0.005026350671677227
613,Postcode_3145.0,0.01584895982279666
614,Postcode_3146.0,0.0
615,Postcode_3147.0,0.009020579065831313
616,Postcode_3148.0,0.008579339802880837
617,Postcode_3149.0,0.0004847759595094647
618,Postcode_3150.0,0.006515748173100189
619,Postcode_3151.0,0.0
620,Postcode_3152.0,0.0050843458637046535
621,Postcode_3153.0,0.0
622,Postcode_3154.0,0.0008342533227247984
623,Postcode_3155.0,0.0
624,Postcode_3156.0,0.00018267437480901094
625,Postcode_3161.0,0.0
626,Postcode_3162.0,0.0010072629392225974
627,Postcode_3163.0,0.00029123098505179357
628,Postcode_3165.0,0.002478114113350971
629,Postcode_3166.0,0.0
630,Postcode_3167.0,0.004719469357646222
631,Postcode_3168.0,0.00757363107857123
632,Postcode_3169.0,0.011487678241618449
633,Postcode_3170.0,0.0
634,Postcode_3171.0,0.0
635,Postcode_3172.0,0.000408442605080106
636,Postcode_3173.0,0.00357578377311496
637,Postcode_3174.0,0.008107840579011372
638,Postcode_3175.0,0.0013469378129089549
639,Postcode_3177.0,0.009195815447585964
640,Postcode_3178.0,0.0
641,Postcode_3179.0,0.00959651318553112
642,Postcode_3180.0,0.0
643,Postcode_3181.0,0.013421877183776854
644,Postcode_3182.0,0.0
645,Postcode_3183.0,0.0
646,Postcode_3184.0,0.0
647,Postcode_3185.0,0.0075905189760021585
648,Postcode_3186.0,0.008378499031706399
649,Postcode_3187.0,0.0009752380612051414
650,Postcode_3188.0,0.0
651,Postcode_3189.0,0.002784089110461574
652,Postcode_3190.0,0.0
653,Postcode_3191.0,0.0
654,Postcode_3192.0,0.0013336204240901317
655,Postcode_3193.0,0.0
656,Postcode_3194.0,0.0
657,Postcode_3195.0,0.0
658,Postcode_3196.0,0.0
659,Postcode_3197.0,0.0
660,Postcode_3198.0,0.0
661,Postcode_3199.0,0.0
662,Postcode_3200.0,0.0
663,Postcode_3201.0,0.0037505561275135157
664,Postcode_3202.0,1.0584515880873724e-05
665,Postcode_3204.0,0.00330177314258151
666,Postcode_3205.0,0.0010066578200795817
667,Postcode_3206.0,0.00862800831143451
668,Postcode_3207.0,0.005747639592714737
669,Postcode_3212.0,0.0
670,Postcode_3213.0,0.005756923358400945
671,Postcode_3214.0,0.008962496001077236
672,Postcode_3215.0,0.004377441629735301
673,Postcode_3216.0,0.002450984824916569
674,Postcode_3217.0,0.010228029096697178
675,Postcode_3218.0,0.008138422016415348
676,Postcode_3219.0,0.006067433575663639
677,Postcode_3220.0,0.0020830724985125837
678,Postcode_3222.0,0.00032756919190557454
679,Postcode_3225.0,0.0013838061708271177
680,Postcode_3226.0,0.010180763735527343
681,Postcode_3227.0,0.0038840017228793933
682,Postcode_3228.0,0.001157441148610161
683,Postcode_3280.0,0.0029033741636876886
684,Postcode_3281.0,0.0011233068527312096
685,Postcode_3283.0,0.0
686,Postcode_3300.0,0.008336075956780542
687,Postcode_3305.0,0.0014226850166649818
688,Postcode_3335.0,0.005894148289392831
689,Postcode_3337.0,0.0032941985522874084
690,Postcode_3338.0,0.020628626120459792
691,Postcode_3350.0,0.010675356330110963
692,Postcode_3351.0,0.0
693,Postcode_3352.0,0.00626791430908602
